STATION,route_id,hour,current_crowd,last_month_crowd,last_year_crowd
NEW UTRECHT AV,D,21,244.0,191.0,649.0
NEW UTRECHT AV,D,22,200.0,153.0,579.0
NEW UTRECHT AV,D,23,140.0,108.0,406.0
NEW UTRECHT AV,D,0,137.0,106.0,377.0
NEW UTRECHT AV,N,1,79.0,68.0,215.0
NEW UTRECHT AV,N,2,83.0,67.0,219.0
NEW UTRECHT AV,N,3,61.0,48.0,147.0
NEW UTRECHT AV,N,4,50.0,41.0,107.0
NEW UTRECHT AV,N,5,76.0,63.0,132.0
NEW UTRECHT AV,N,6,101.0,85.0,183.0
NEW UTRECHT AV,N,7,114.0,98.0,203.0
NEW UTRECHT AV,N,8,247.0,215.0,431.0
NEW UTRECHT AV,N,9,343.0,289.0,659.0
NEW UTRECHT AV,N,10,357.0,280.0,878.0
NEW UTRECHT AV,N,11,278.0,220.0,722.0
NEW UTRECHT AV,N,12,251.0,202.0,611.0
NEW UTRECHT AV,N,13,239.0,200.0,560.0
NEW UTRECHT AV,N,14,204.0,183.0,438.0
NEW UTRECHT AV,N,15,233.0,209.0,492.0
NEW UTRECHT AV,N,16,254.0,228.0,520.0
NEW UTRECHT AV,N,17,273.0,243.0,645.0
NEW UTRECHT AV,N,18,331.0,288.0,816.0
NEW UTRECHT AV,N,19,394.0,340.0,1016.0
NEW UTRECHT AV,N,20,359.0,310.0,947.0
NEW UTRECHT AV,N,21,286.0,247.0,682.0
NEW UTRECHT AV,N,22,149.0,124.0,492.0
NEW UTRECHT AV,N,23,121.0,100.0,378.0
NEW UTRECHT AV,N,0,109.0,90.0,276.0
NEWKIRK AV,2,1,95.0,83.0,286.0
NEWKIRK AV,2,2,77.0,71.0,222.0
NEWKIRK AV,2,3,42.0,36.0,147.0
NEWKIRK AV,2,4,28.0,28.0,106.0
NEWKIRK AV,2,5,32.0,35.0,101.0
NEWKIRK AV,2,6,81.0,77.0,184.0
NEWKIRK AV,2,7,137.0,118.0,301.0
NEWKIRK AV,2,8,247.0,209.0,508.0
NEWKIRK AV,2,9,398.0,324.0,873.0
NEWKIRK AV,2,10,526.0,427.0,1168.0
NEWKIRK AV,2,11,433.0,354.0,1063.0
NEWKIRK AV,2,12,280.0,228.0,710.0
NEWKIRK AV,2,13,272.0,220.0,692.0
NEWKIRK AV,2,14,284.0,239.0,655.0
NEWKIRK AV,2,15,288.0,246.0,635.0
NEWKIRK AV,2,16,309.0,263.0,670.0
NEWKIRK AV,2,17,381.0,324.0,874.0
NEWKIRK AV,2,18,306.0,261.0,747.0
NEWKIRK AV,2,19,315.0,264.0,810.0
NEWKIRK AV,2,20,347.0,290.0,887.0
NEWKIRK AV,2,21,280.0,233.0,744.0
NEWKIRK AV,2,22,190.0,160.0,516.0
NEWKIRK AV,2,23,127.0,108.0,401.0
NEWKIRK AV,2,0,109.0,93.0,332.0
NEWKIRK AV,5,1,0.0,0.0,0.0
NEWKIRK AV,5,2,0.0,0.0,0.0
NEWKIRK AV,5,3,0.0,0.0,0.0
NEWKIRK AV,5,4,0.0,0.0,0.0
NEWKIRK AV,5,5,0.0,0.0,0.0
NEWKIRK AV,5,6,0.0,0.0,0.0
NEWKIRK AV,5,7,93.0,76.0,174.0
NEWKIRK AV,5,8,197.0,166.0,371.0
NEWKIRK AV,5,9,235.0,195.0,479.0
NEWKIRK AV,5,10,298.0,244.0,662.0
NEWKIRK AV,5,11,215.0,175.0,503.0
NEWKIRK AV,5,12,207.0,169.0,478.0
NEWKIRK AV,5,13,214.0,170.0,483.0
NEWKIRK AV,5,14,202.0,168.0,460.0
NEWKIRK AV,5,15,239.0,201.0,527.0
NEWKIRK AV,5,16,228.0,192.0,502.0
NEWKIRK AV,5,17,296.0,244.0,957.0
NEWKIRK AV,5,18,271.0,220.0,839.0
NEWKIRK AV,5,19,295.0,233.0,1269.0
NEWKIRK AV,5,20,337.0,271.0,1007.0
NEWKIRK AV,5,21,246.0,197.0,635.0
NEWKIRK AV,5,22,21.0,16.0,50.0
NEWKIRK AV,5,23,0.0,0.0,0.0
NEWKIRK AV,5,0,0.0,0.0,0.0
NEWKIRK PLAZA,B,1,0.0,0.0,0.0
NEWKIRK PLAZA,B,2,0.0,0.0,0.0
NEWKIRK PLAZA,B,3,0.0,0.0,0.0
NEWKIRK PLAZA,B,4,0.0,0.0,0.0
NEWKIRK PLAZA,B,5,0.0,0.0,0.0
NEWKIRK PLAZA,B,6,0.0,0.0,0.0
NEWKIRK PLAZA,B,7,119.0,116.0,236.0
NEWKIRK PLAZA,B,8,252.0,210.0,497.0
NEWKIRK PLAZA,B,9,420.0,335.0,931.0
NEWKIRK PLAZA,B,10,503.0,397.0,1210.0
NEWKIRK PLAZA,B,11,323.0,255.0,838.0
NEWKIRK PLAZA,B,12,183.0,144.0,484.0
NEWKIRK PLAZA,B,13,192.0,153.0,486.0
NEWKIRK PLAZA,B,14,203.0,165.0,449.0
NEWKIRK PLAZA,B,15,218.0,177.0,465.0
NEWKIRK PLAZA,B,16,248.0,203.0,532.0
NEWKIRK PLAZA,B,17,353.0,280.0,818.0
NEWKIRK PLAZA,B,18,420.0,328.0,1020.0
NEWKIRK PLAZA,B,19,524.0,413.0,1279.0
NEWKIRK PLAZA,B,20,455.0,356.0,1101.0
NEWKIRK PLAZA,B,21,286.0,221.0,783.0
NEWKIRK PLAZA,B,22,195.0,148.0,653.0
NEWKIRK PLAZA,B,23,235.0,177.0,782.0
NEWKIRK PLAZA,B,0,0.0,0.0,0.0
NEWKIRK PLAZA,Q,1,106.0,90.0,223.0
NEWKIRK PLAZA,Q,2,89.0,70.0,203.0
NEWKIRK PLAZA,Q,3,40.0,30.0,109.0
NEWKIRK PLAZA,Q,4,52.0,42.0,115.0
NEWKIRK PLAZA,Q,5,82.0,74.0,163.0
NEWKIRK PLAZA,Q,6,110.0,89.0,208.0
NEWKIRK PLAZA,Q,7,158.0,130.0,325.0
NEWKIRK PLAZA,Q,8,326.0,268.0,668.0
NEWKIRK PLAZA,Q,9,447.0,350.0,1036.0
NEWKIRK PLAZA,Q,10,425.0,329.0,1191.0
NEWKIRK PLAZA,Q,11,316.0,244.0,918.0
NEWKIRK PLAZA,Q,12,304.0,239.0,868.0
NEWKIRK PLAZA,Q,13,289.0,228.0,826.0
NEWKIRK PLAZA,Q,14,314.0,263.0,703.0
NEWKIRK PLAZA,Q,15,331.0,282.0,676.0
NEWKIRK PLAZA,Q,16,375.0,322.0,757.0
NEWKIRK PLAZA,Q,17,416.0,350.0,899.0
NEWKIRK PLAZA,Q,18,418.0,357.0,942.0
NEWKIRK PLAZA,Q,19,508.0,428.0,1167.0
NEWKIRK PLAZA,Q,20,427.0,365.0,1010.0
NEWKIRK PLAZA,Q,21,341.0,293.0,872.0
NEWKIRK PLAZA,Q,22,233.0,197.0,650.0
NEWKIRK PLAZA,Q,23,180.0,148.0,479.0
NEWKIRK PLAZA,Q,0,132.0,112.0,339.0
NORTHERN BLVD,M,1,0.0,0.0,0.0
NORTHERN BLVD,M,2,0.0,0.0,0.0
NORTHERN BLVD,M,3,0.0,0.0,0.0
NORTHERN BLVD,M,4,0.0,0.0,0.0
NORTHERN BLVD,M,5,0.0,0.0,0.0
NORTHERN BLVD,M,6,0.0,0.0,0.0
NORTHERN BLVD,M,7,170.0,148.0,317.0
NORTHERN BLVD,M,8,361.0,322.0,715.0
NORTHERN BLVD,M,9,556.0,467.0,1217.0
NORTHERN BLVD,M,10,502.0,422.0,1310.0
NORTHERN BLVD,M,11,351.0,291.0,1020.0
NORTHERN BLVD,M,12,333.0,281.0,940.0
NORTHERN BLVD,M,13,298.0,254.0,850.0
NORTHERN BLVD,M,14,308.0,270.0,755.0
NORTHERN BLVD,M,15,295.0,261.0,653.0
NORTHERN BLVD,M,16,348.0,307.0,772.0
NORTHERN BLVD,M,17,371.0,322.0,895.0
NORTHERN BLVD,M,18,376.0,323.0,938.0
NORTHERN BLVD,M,19,417.0,352.0,1065.0
NORTHERN BLVD,M,20,367.0,311.0,902.0
NORTHERN BLVD,M,21,287.0,238.0,663.0
NORTHERN BLVD,M,22,253.0,204.0,617.0
NORTHERN BLVD,M,23,216.0,174.0,462.0
NORTHERN BLVD,M,0,0.0,0.0,539.0
NORTHERN BLVD,R,1,258.0,200.0,651.0
NORTHERN BLVD,R,2,0.0,0.0,0.0
NORTHERN BLVD,R,3,0.0,0.0,0.0
NORTHERN BLVD,R,4,0.0,0.0,0.0
NORTHERN BLVD,R,5,0.0,0.0,0.0
NORTHERN BLVD,R,6,0.0,0.0,0.0
NORTHERN BLVD,R,7,233.0,207.0,423.0
NORTHERN BLVD,R,8,406.0,353.0,750.0
NORTHERN BLVD,R,9,596.0,502.0,1314.0
NORTHERN BLVD,R,10,635.0,519.0,1636.0
NORTHERN BLVD,R,11,589.0,477.0,1511.0
NORTHERN BLVD,R,12,529.0,437.0,1330.0
NORTHERN BLVD,R,13,447.0,374.0,1088.0
NORTHERN BLVD,R,14,431.0,366.0,960.0
NORTHERN BLVD,R,15,456.0,389.0,997.0
NORTHERN BLVD,R,16,472.0,406.0,1035.0
NORTHERN BLVD,R,17,505.0,433.0,1160.0
NORTHERN BLVD,R,18,549.0,464.0,1342.0
NORTHERN BLVD,R,19,658.0,554.0,1650.0
NORTHERN BLVD,R,20,653.0,552.0,1617.0
NORTHERN BLVD,R,21,558.0,460.0,1506.0
NORTHERN BLVD,R,22,316.0,252.0,961.0
NORTHERN BLVD,R,23,224.0,178.0,686.0
NORTHERN BLVD,R,0,236.0,186.0,632.0
NORWOOD 205 ST,D,1,75.0,59.0,231.0
NORWOOD 205 ST,D,2,50.0,41.0,152.0
NORWOOD 205 ST,D,3,24.0,18.0,78.0
NORWOOD 205 ST,D,4,9.0,6.0,49.0
NORWOOD 205 ST,D,5,18.0,16.0,59.0
NORWOOD 205 ST,D,6,64.0,55.0,130.0
NORWOOD 205 ST,D,7,79.0,68.0,148.0
NORWOOD 205 ST,D,8,148.0,130.0,286.0
NORWOOD 205 ST,D,9,304.0,265.0,613.0
NORWOOD 205 ST,D,10,428.0,361.0,922.0
NORWOOD 205 ST,D,11,323.0,267.0,796.0
NORWOOD 205 ST,D,12,241.0,201.0,610.0
NORWOOD 205 ST,D,13,210.0,175.0,522.0
NORWOOD 205 ST,D,14,159.0,134.0,410.0
NORWOOD 205 ST,D,15,155.0,130.0,389.0
NORWOOD 205 ST,D,16,151.0,128.0,393.0
NORWOOD 205 ST,D,17,226.0,196.0,547.0
NORWOOD 205 ST,D,18,222.0,188.0,538.0
NORWOOD 205 ST,D,19,280.0,239.0,749.0
NORWOOD 205 ST,D,20,307.0,268.0,801.0
NORWOOD 205 ST,D,21,184.0,156.0,527.0
NORWOOD 205 ST,D,22,147.0,121.0,462.0
NORWOOD 205 ST,D,23,110.0,87.0,362.0
NORWOOD 205 ST,D,0,91.0,72.0,279.0
NORWOOD AV,J,1,102.0,83.0,345.0
NORWOOD AV,J,2,75.0,60.0,241.0
NORWOOD AV,J,3,38.0,32.0,125.0
NORWOOD AV,J,4,50.0,43.0,141.0
NORWOOD AV,J,5,94.0,78.0,218.0
NORWOOD AV,J,6,114.0,93.0,239.0
NORWOOD AV,J,7,203.0,174.0,394.0
NORWOOD AV,J,8,270.0,247.0,526.0
NORWOOD AV,J,9,211.0,185.0,486.0
NORWOOD AV,J,10,336.0,281.0,754.0
NORWOOD AV,J,11,232.0,193.0,564.0
NORWOOD AV,J,12,244.0,209.0,590.0
NORWOOD AV,J,13,217.0,183.0,550.0
NORWOOD AV,J,14,261.0,218.0,637.0
NORWOOD AV,J,15,263.0,222.0,651.0
NORWOOD AV,J,16,340.0,289.0,814.0
NORWOOD AV,J,17,358.0,297.0,836.0
NORWOOD AV,J,18,387.0,315.0,878.0
NORWOOD AV,J,19,274.0,228.0,599.0
NORWOOD AV,J,20,415.0,335.0,1028.0
NORWOOD AV,J,21,335.0,266.0,941.0
NORWOOD AV,J,22,238.0,186.0,778.0
NORWOOD AV,J,23,180.0,139.0,622.0
NORWOOD AV,J,0,130.0,103.0,455.0
NORWOOD AV,Z,1,0.0,0.0,0.0
NORWOOD AV,Z,2,0.0,0.0,0.0
NORWOOD AV,Z,3,0.0,0.0,0.0
NORWOOD AV,Z,4,0.0,0.0,0.0
NORWOOD AV,Z,5,0.0,0.0,0.0
NORWOOD AV,Z,6,0.0,0.0,0.0
NORWOOD AV,Z,7,0.0,0.0,0.0
NORWOOD AV,Z,8,0.0,0.0,0.0
NORWOOD AV,Z,9,383.0,330.0,806.0
NORWOOD AV,Z,10,0.0,0.0,0.0
NORWOOD AV,Z,11,0.0,0.0,0.0
NORWOOD AV,Z,12,0.0,0.0,0.0
NORWOOD AV,Z,13,0.0,0.0,0.0
NORWOOD AV,Z,14,0.0,0.0,0.0
NORWOOD AV,Z,15,0.0,0.0,0.0
NORWOOD AV,Z,16,0.0,0.0,0.0
NORWOOD AV,Z,17,0.0,0.0,0.0
NORWOOD AV,Z,18,600.0,477.0,1276.0
NORWOOD AV,Z,19,608.0,483.0,1531.0
NORWOOD AV,Z,20,0.0,0.0,0.0
NORWOOD AV,Z,21,0.0,0.0,0.0
NORWOOD AV,Z,22,0.0,0.0,0.0
NORWOOD AV,Z,23,0.0,0.0,0.0
NORWOOD AV,Z,0,0.0,0.0,0.0
NOSTRAND AV,3,1,0.0,0.0,0.0
NOSTRAND AV,3,2,0.0,0.0,0.0
NOSTRAND AV,3,3,0.0,0.0,0.0
NOSTRAND AV,3,4,0.0,0.0,0.0
NOSTRAND AV,3,5,0.0,0.0,0.0
NOSTRAND AV,3,6,0.0,0.0,0.0
NOSTRAND AV,3,7,144.0,129.0,281.0
NOSTRAND AV,3,8,315.0,276.0,614.0
NOSTRAND AV,3,9,392.0,313.0,920.0
NOSTRAND AV,3,10,399.0,326.0,996.0
NOSTRAND AV,3,11,315.0,253.0,808.0
NOSTRAND AV,3,12,250.0,204.0,636.0
NOSTRAND AV,3,13,208.0,176.0,551.0
NOSTRAND AV,3,14,236.0,212.0,557.0
NOSTRAND AV,3,15,245.0,222.0,547.0
NOSTRAND AV,3,16,282.0,258.0,619.0
NOSTRAND AV,3,17,300.0,265.0,735.0
NOSTRAND AV,3,18,269.0,235.0,677.0
NOSTRAND AV,3,19,325.0,283.0,806.0
NOSTRAND AV,3,20,330.0,289.0,809.0
NOSTRAND AV,3,21,198.0,176.0,586.0
NOSTRAND AV,3,22,140.0,127.0,426.0
NOSTRAND AV,3,23,112.0,100.0,375.0
NOSTRAND AV,3,0,99.0,89.0,284.0
NOSTRAND AV,A,1,141.0,131.0,417.0
NOSTRAND AV,A,2,77.0,73.0,252.0
NOSTRAND AV,A,3,33.0,29.0,132.0
NOSTRAND AV,A,4,40.0,41.0,132.0
NOSTRAND AV,A,5,119.0,105.0,272.0
NOSTRAND AV,A,6,158.0,133.0,353.0
NOSTRAND AV,A,7,290.0,249.0,568.0
NOSTRAND AV,A,8,417.0,355.0,845.0
NOSTRAND AV,A,9,584.0,473.0,1331.0
NOSTRAND AV,A,10,514.0,413.0,1350.0
NOSTRAND AV,A,11,401.0,317.0,1107.0
NOSTRAND AV,A,12,346.0,281.0,918.0
NOSTRAND AV,A,13,315.0,258.0,792.0
NOSTRAND AV,A,14,328.0,275.0,771.0
NOSTRAND AV,A,15,290.0,246.0,651.0
NOSTRAND AV,A,16,334.0,286.0,731.0
NOSTRAND AV,A,17,356.0,299.0,795.0
NOSTRAND AV,A,18,337.0,275.0,783.0
NOSTRAND AV,A,19,417.0,332.0,996.0
NOSTRAND AV,A,20,356.0,288.0,832.0
NOSTRAND AV,A,21,265.0,217.0,714.0
NOSTRAND AV,A,22,166.0,137.0,472.0
NOSTRAND AV,A,23,138.0,119.0,416.0
NOSTRAND AV,A,0,139.0,121.0,394.0
NOSTRAND AV,C,1,0.0,0.0,0.0
NOSTRAND AV,C,2,0.0,0.0,0.0
NOSTRAND AV,C,3,0.0,0.0,0.0
NOSTRAND AV,C,4,0.0,0.0,0.0
NOSTRAND AV,C,5,0.0,0.0,0.0
NOSTRAND AV,C,6,0.0,0.0,0.0
NOSTRAND AV,C,7,184.0,160.0,426.0
NOSTRAND AV,C,8,329.0,274.0,709.0
NOSTRAND AV,C,9,544.0,431.0,1362.0
NOSTRAND AV,C,10,475.0,378.0,1372.0
NOSTRAND AV,C,11,338.0,268.0,1040.0
NOSTRAND AV,C,12,290.0,234.0,838.0
NOSTRAND AV,C,13,278.0,225.0,731.0
NOSTRAND AV,C,14,302.0,248.0,714.0
NOSTRAND AV,C,15,318.0,266.0,724.0
NOSTRAND AV,C,16,351.0,295.0,774.0
NOSTRAND AV,C,17,396.0,324.0,903.0
NOSTRAND AV,C,18,376.0,302.0,897.0
NOSTRAND AV,C,19,441.0,352.0,1059.0
NOSTRAND AV,C,20,390.0,315.0,943.0
NOSTRAND AV,C,21,280.0,231.0,783.0
NOSTRAND AV,C,22,181.0,149.0,569.0
NOSTRAND AV,C,23,145.0,123.0,471.0
NOSTRAND AV,C,0,188.0,158.0,558.0
OCEAN PKWY,Q,1,94.0,81.0,203.0
OCEAN PKWY,Q,2,89.0,72.0,190.0
OCEAN PKWY,Q,3,51.0,40.0,130.0
OCEAN PKWY,Q,4,38.0,30.0,96.0
OCEAN PKWY,Q,5,46.0,42.0,92.0
OCEAN PKWY,Q,6,40.0,35.0,79.0
OCEAN PKWY,Q,7,40.0,33.0,94.0
OCEAN PKWY,Q,8,80.0,64.0,178.0
OCEAN PKWY,Q,9,143.0,109.0,381.0
OCEAN PKWY,Q,10,198.0,146.0,685.0
OCEAN PKWY,Q,11,169.0,126.0,646.0
OCEAN PKWY,Q,12,127.0,96.0,475.0
OCEAN PKWY,Q,13,144.0,110.0,516.0
OCEAN PKWY,Q,14,181.0,147.0,516.0
OCEAN PKWY,Q,15,201.0,172.0,434.0
OCEAN PKWY,Q,16,218.0,188.0,468.0
OCEAN PKWY,Q,17,241.0,205.0,556.0
OCEAN PKWY,Q,18,263.0,226.0,632.0
OCEAN PKWY,Q,19,323.0,273.0,825.0
OCEAN PKWY,Q,20,313.0,271.0,798.0
OCEAN PKWY,Q,21,314.0,271.0,793.0
OCEAN PKWY,Q,22,230.0,200.0,646.0
OCEAN PKWY,Q,23,148.0,123.0,418.0
OCEAN PKWY,Q,0,107.0,91.0,317.0
OZONE PK LEFFRT,A,1,97.0,85.0,312.0
OZONE PK LEFFRT,A,2,40.0,39.0,132.0
OZONE PK LEFFRT,A,3,1.0,2.0,2.0
OZONE PK LEFFRT,A,4,8.0,8.0,10.0
OZONE PK LEFFRT,A,5,20.0,17.0,24.0
OZONE PK LEFFRT,A,6,29.0,26.0,38.0
OZONE PK LEFFRT,A,7,90.0,79.0,181.0
OZONE PK LEFFRT,A,8,183.0,158.0,388.0
OZONE PK LEFFRT,A,9,270.0,221.0,623.0
OZONE PK LEFFRT,A,10,387.0,306.0,960.0
OZONE PK LEFFRT,A,11,318.0,252.0,921.0
OZONE PK LEFFRT,A,12,215.0,174.0,628.0
OZONE PK LEFFRT,A,13,209.0,167.0,600.0
OZONE PK LEFFRT,A,14,193.0,161.0,533.0
OZONE PK LEFFRT,A,15,170.0,145.0,399.0
OZONE PK LEFFRT,A,16,186.0,156.0,453.0
OZONE PK LEFFRT,A,17,189.0,161.0,460.0
OZONE PK LEFFRT,A,18,186.0,146.0,510.0
OZONE PK LEFFRT,A,19,215.0,164.0,574.0
OZONE PK LEFFRT,A,20,244.0,184.0,647.0
OZONE PK LEFFRT,A,21,223.0,176.0,618.0
OZONE PK LEFFRT,A,22,108.0,87.0,334.0
OZONE PK LEFFRT,A,23,76.0,64.0,266.0
OZONE PK LEFFRT,A,0,94.0,78.0,277.0
PARK PLACE,2,1,115.0,101.0,325.0
PARK PLACE,2,2,70.0,59.0,214.0
PARK PLACE,2,3,36.0,32.0,140.0
PARK PLACE,2,4,38.0,38.0,122.0
PARK PLACE,2,5,74.0,72.0,188.0
PARK PLACE,2,6,116.0,103.0,268.0
PARK PLACE,2,7,213.0,180.0,466.0
PARK PLACE,2,8,418.0,349.0,904.0
PARK PLACE,2,9,803.0,650.0,1869.0
PARK PLACE,2,10,690.0,560.0,1722.0
PARK PLACE,2,11,460.0,370.0,1225.0
PARK PLACE,2,12,394.0,319.0,1075.0
PARK PLACE,2,13,381.0,305.0,923.0
PARK PLACE,2,14,397.0,334.0,908.0
PARK PLACE,2,15,397.0,338.0,900.0
PARK PLACE,2,16,489.0,419.0,1119.0
PARK PLACE,2,17,525.0,441.0,1228.0
PARK PLACE,2,18,468.0,391.0,1209.0
PARK PLACE,2,19,548.0,455.0,1407.0
PARK PLACE,2,20,482.0,396.0,1225.0
PARK PLACE,2,21,306.0,247.0,859.0
PARK PLACE,2,22,201.0,164.0,616.0
PARK PLACE,2,23,169.0,137.0,527.0
PARK PLACE,2,0,140.0,115.0,425.0
PARK PLACE,3,1,0.0,0.0,0.0
PARK PLACE,3,2,0.0,0.0,0.0
PARK PLACE,3,3,0.0,0.0,0.0
PARK PLACE,3,4,0.0,0.0,0.0
PARK PLACE,3,5,0.0,0.0,0.0
PARK PLACE,3,6,0.0,0.0,0.0
PARK PLACE,3,7,117.0,103.0,284.0
PARK PLACE,3,8,360.0,308.0,759.0
PARK PLACE,3,9,526.0,413.0,1349.0
PARK PLACE,3,10,484.0,387.0,1320.0
PARK PLACE,3,11,387.0,307.0,1028.0
PARK PLACE,3,12,354.0,282.0,954.0
PARK PLACE,3,13,262.0,219.0,677.0
PARK PLACE,3,14,304.0,267.0,720.0
PARK PLACE,3,15,312.0,275.0,727.0
PARK PLACE,3,16,397.0,352.0,934.0
PARK PLACE,3,17,416.0,356.0,1033.0
PARK PLACE,3,18,405.0,341.0,1071.0
PARK PLACE,3,19,465.0,391.0,1201.0
PARK PLACE,3,20,399.0,338.0,1006.0
PARK PLACE,3,21,244.0,204.0,730.0
PARK PLACE,3,22,161.0,136.0,514.0
PARK PLACE,3,23,135.0,111.0,425.0
PARK PLACE,3,0,111.0,92.0,322.0
PARKCHESTER,6,1,104.0,87.0,350.0
PARKCHESTER,6,2,72.0,61.0,265.0
PARKCHESTER,6,3,18.0,15.0,110.0
PARKCHESTER,6,4,16.0,16.0,75.0
PARKCHESTER,6,5,57.0,54.0,145.0
PARKCHESTER,6,6,59.0,53.0,132.0
PARKCHESTER,6,7,61.0,55.0,129.0
PARKCHESTER,6,8,56.0,58.0,142.0
PARKCHESTER,6,9,45.0,44.0,195.0
PARKCHESTER,6,10,10.0,13.0,266.0
PARKCHESTER,6,11,11.0,13.0,190.0
PARKCHESTER,6,12,25.0,24.0,249.0
PARKCHESTER,6,13,55.0,45.0,264.0
PARKCHESTER,6,14,137.0,116.0,345.0
PARKCHESTER,6,15,147.0,126.0,291.0
PARKCHESTER,6,16,157.0,132.0,351.0
PARKCHESTER,6,17,167.0,146.0,346.0
PARKCHESTER,6,18,209.0,177.0,536.0
PARKCHESTER,6,19,286.0,238.0,745.0
PARKCHESTER,6,20,248.0,211.0,715.0
PARKCHESTER,6,21,195.0,168.0,646.0
PARKCHESTER,6,22,190.0,150.0,618.0
PARKCHESTER,6,23,163.0,127.0,620.0
PARKCHESTER,6,0,120.0,96.0,461.0
PARKSIDE AV,Q,1,119.0,99.0,251.0
PARKSIDE AV,Q,2,84.0,67.0,190.0
PARKSIDE AV,Q,3,47.0,36.0,120.0
PARKSIDE AV,Q,4,63.0,53.0,132.0
PARKSIDE AV,Q,5,107.0,96.0,200.0
PARKSIDE AV,Q,6,124.0,101.0,230.0
PARKSIDE AV,Q,7,223.0,187.0,421.0
PARKSIDE AV,Q,8,392.0,330.0,812.0
PARKSIDE AV,Q,9,551.0,438.0,1306.0
PARKSIDE AV,Q,10,507.0,398.0,1377.0
PARKSIDE AV,Q,11,379.0,296.0,1086.0
PARKSIDE AV,Q,12,358.0,283.0,985.0
PARKSIDE AV,Q,13,335.0,269.0,917.0
PARKSIDE AV,Q,14,361.0,306.0,772.0
PARKSIDE AV,Q,15,369.0,315.0,747.0
PARKSIDE AV,Q,16,434.0,374.0,874.0
PARKSIDE AV,Q,17,464.0,393.0,1006.0
PARKSIDE AV,Q,18,454.0,386.0,1022.0
PARKSIDE AV,Q,19,544.0,461.0,1224.0
PARKSIDE AV,Q,20,491.0,420.0,1160.0
PARKSIDE AV,Q,21,362.0,310.0,914.0
PARKSIDE AV,Q,22,236.0,198.0,633.0
PARKSIDE AV,Q,23,183.0,152.0,527.0
PARKSIDE AV,Q,0,140.0,120.0,321.0
PARSONS BLVD,F,1,116.0,93.0,283.0
PARSONS BLVD,F,2,77.0,60.0,176.0
PARSONS BLVD,F,3,34.0,25.0,88.0
PARSONS BLVD,F,4,49.0,39.0,108.0
PARSONS BLVD,F,5,102.0,85.0,207.0
PARSONS BLVD,F,6,122.0,103.0,245.0
PARSONS BLVD,F,7,165.0,144.0,311.0
PARSONS BLVD,F,8,202.0,180.0,394.0
PARSONS BLVD,F,9,251.0,207.0,676.0
PARSONS BLVD,F,10,371.0,301.0,998.0
PARSONS BLVD,F,11,301.0,241.0,883.0
PARSONS BLVD,F,12,260.0,209.0,766.0
PARSONS BLVD,F,13,249.0,205.0,664.0
PARSONS BLVD,F,14,262.0,223.0,640.0
PARSONS BLVD,F,15,255.0,219.0,561.0
PARSONS BLVD,F,16,303.0,262.0,667.0
PARSONS BLVD,F,17,306.0,264.0,716.0
PARSONS BLVD,F,18,388.0,330.0,919.0
PARSONS BLVD,F,19,388.0,331.0,949.0
PARSONS BLVD,F,20,409.0,348.0,975.0
PARSONS BLVD,F,21,273.0,232.0,733.0
PARSONS BLVD,F,22,204.0,170.0,629.0
PARSONS BLVD,F,23,146.0,118.0,461.0
PARSONS BLVD,F,0,128.0,105.0,379.0
PELHAM BAY PARK,6,1,87.0,71.0,326.0
PELHAM BAY PARK,6,2,78.0,65.0,290.0
PELHAM BAY PARK,6,3,17.0,15.0,116.0
PELHAM BAY PARK,6,4,6.0,6.0,44.0
PELHAM BAY PARK,6,5,16.0,16.0,66.0
PELHAM BAY PARK,6,6,25.0,23.0,66.0
PELHAM BAY PARK,6,7,13.0,11.0,33.0
PELHAM BAY PARK,6,8,1.0,1.0,67.0
PELHAM BAY PARK,6,9,0.0,0.0,111.0
PELHAM BAY PARK,6,10,0.0,0.0,190.0
PELHAM BAY PARK,6,11,2.0,5.0,236.0
PELHAM BAY PARK,6,12,2.0,3.0,284.0
PELHAM BAY PARK,6,13,6.0,9.0,288.0
PELHAM BAY PARK,6,14,76.0,62.0,256.0
PELHAM BAY PARK,6,15,18.0,16.0,39.0
PELHAM BAY PARK,6,16,22.0,19.0,45.0
PELHAM BAY PARK,6,17,14.0,13.0,31.0
PELHAM BAY PARK,6,18,20.0,17.0,36.0
PELHAM BAY PARK,6,19,22.0,19.0,40.0
PELHAM BAY PARK,6,20,15.0,13.0,33.0
PELHAM BAY PARK,6,21,119.0,101.0,341.0
PELHAM BAY PARK,6,22,143.0,117.0,503.0
PELHAM BAY PARK,6,23,146.0,114.0,579.0
PELHAM BAY PARK,6,0,107.0,84.0,436.0
PELHAM PKWY,2,1,108.0,92.0,321.0
PELHAM PKWY,2,2,92.0,82.0,253.0
PELHAM PKWY,2,3,54.0,47.0,162.0
PELHAM PKWY,2,4,30.0,27.0,104.0
PELHAM PKWY,2,5,57.0,50.0,131.0
PELHAM PKWY,2,6,83.0,74.0,177.0
PELHAM PKWY,2,7,118.0,99.0,245.0
PELHAM PKWY,2,8,206.0,168.0,414.0
PELHAM PKWY,2,9,394.0,316.0,847.0
PELHAM PKWY,2,10,475.0,384.0,1188.0
PELHAM PKWY,2,11,343.0,272.0,977.0
PELHAM PKWY,2,12,275.0,218.0,775.0
PELHAM PKWY,2,13,273.0,221.0,702.0
