STATION,route_id,hr,crowd
FLUSHING-MAIN,7,19,0.0
14TH STREET,3,19,4.8
CANAL ST,R,19,
63 DR-REGO PARK,M,19,0.0
STEINWAY ST,R,19,
157 ST,1,19,13.65
79 ST,1,19,24.25
CANAL ST,J,19,8.5
CONEY IS-STILLW,D,19,0.0
CLARK ST,2,19,15.833333333333334
231 ST,1,19,1.6666666666666667
LORIMER ST,M,19,13.0
59 ST,N,19,8.444444444444445
MOSHOLU PKWY,4,19,2.8333333333333335
SHEPHERD AV,A,19,102.33333333333333
UTICA AV,A,19,95.63636363636364
121 ST,J,19,19.5
PROSPECT PARK,FS,19,2.0
77 ST,R,19,0.0
CLINTON-WASH AV,G,19,13.5
67 AV,R,19,0.0
BROADWAY,G,19,10.571428571428571
PARK PLACE,2,19,15.681818181818182
HOUSTON ST,1,19,6.3
WALL ST,2,19,17.0
W 4 ST-WASH SQ,E,19,
EASTN PKWY-MUSM,2,19,14.181818181818182
BERGEN ST,F,19,
JAY ST-METROTEC,R,19,
4AV-9 ST,F,19,
AVENUE J,Q,19,
HIGH ST,A,19,110.9
190 ST,A,19,92.77272727272727
BERGEN ST,G,19,
DEKALB AV,R,19,
AVENUE I,F,19,
PARK PLACE,3,19,42.125
JKSN HT-ROOSVLT,E,19,12.4
EASTN PKWY-MUSM,3,19,42.5
BEVERLEY ROAD,Q,19,
SUTTER AV-RUTLD,3,19,19.333333333333332
14 ST,F,19,
AVENUE M,Q,19,
RALPH AV,A,19,108.5
PENNSYLVANIA AV,3,19,11.142857142857142
3 AV 138 ST,6,19,26.0
HOWARD BCH JFK,A,19,82.2
14 ST,A,19,93.9
ST LAWRENCE AV,6,19,8.722222222222221
103 ST,6,19,35.95
49 ST,Q,19,
AVENUE U,F,19,
BEDFORD-NOSTRAN,G,19,12.0
SOUTH FERRY,1,19,0.5
AVENUE P,F,19,
BERGEN ST,2,19,15.833333333333334
135 ST,3,19,10.444444444444445
JAY ST-METROTEC,F,19,
BERGEN ST,3,19,52.2
PARK PLACE,FS,19,1.75
14 ST,E,19,
DELANCEY/ESSEX,F,19,
34 ST-HERALD SQ,D,19,
AVENUE N,F,19,
YORK ST,F,19,
49 ST,R,19,
JAY ST-METROTEC,A,19,114.11111111111111
225 ST,2,19,8.181818181818182
28 ST,R,19,
2 AV,F,19,
175 ST,A,19,96.91666666666667
CYPRESS HILLS,J,19,6.666666666666667
HARLEM 148 ST,3,19,0.0
34 ST-HERALD SQ,M,19,
ASTORIA DITMARS,N,19,3.25
ELDER AV,6,19,20.636363636363637
BOROUGH HALL,3,19,47.111111111111114
JUNCTION BLVD,7,19,6.791666666666667
OZONE PK LEFFRT,A,19,0.0
CYPRESS AV,6,19,19.4
5 AV/53 ST,M,19,
18 AV,N,19,
ASTORIA BLVD,N,19,1.4
HALSEY ST,J,19,13.666666666666666
28 ST,N,19,
125 ST,D,19,13.166666666666666
JUNIUS ST,3,19,19.0
14 ST-UNION SQ,N,19,
ATL AV-BARCLAY,2,19,17.818181818181817
AVENUE H,Q,19,
14 ST,M,19,
JKSN HT-ROOSVLT,R,19,
135 ST,2,19,24.083333333333332
4AV-9 ST,G,19,
HEWES ST,M,19,13.0
JKSN HT-ROOSVLT,F,19,26.6
34 ST-HERALD SQ,F,19,
BEVERLY RD,2,19,21.125
ATL AV-BARCLAY,4,19,30.0
WALL ST,3,19,50.5
42 ST-PORT AUTH,A,19,101.5
BROADWAY,N,19,5.833333333333333
DEKALB AV,Q,19,
HEWES ST,J,19,13.333333333333334
JKSN HT-ROOSVLT,M,19,
W 4 ST-WASH SQ,D,19,
ATL AV-BARCLAY,3,19,55.083333333333336
BLEECKER ST,6,19,20.583333333333332
ROCKAWAY BLVD,A,19,87.18181818181819
103 ST,A,19,91.5
BOROUGH HALL,2,19,21.7
5 AV/53 ST,E,19,19.2
49 ST,N,19,16.666666666666668
ROCKAWAY AV,A,19,105.0
EASTCHSTER/DYRE,5,19,11.5
ZEREGA AV,6,19,11.454545454545455
BAY PKWY,N,19,
BEACH 36 ST,A,19,95.83333333333333
E 143/ST MARY'S,6,19,19.428571428571427
RECTOR ST,R,19,
W 8 ST-AQUARIUM,Q,19,0.0
JACKSON AV,2,19,15.541666666666666
46 ST,R,19,
E 180 ST,5,19,19.125
HUNTERS PT AV,7,19,13.357142857142858
PELHAM PKWY,2,19,9.6
BAY PKWY,F,19,
BEACH 44 ST,A,19,97.5
PARSONS BLVD,F,19,11.5
JACKSON AV,5,19,20.75
3 AV-149 ST,5,19,29.0
14 ST,2,19,2.9583333333333335
33 ST,6,19,28.90909090909091
18 AV,D,19,
14 ST,1,19,1.125
BAY PKWY,D,19,
46 ST,M,19,
W 8 ST-AQUARIUM,F,19,0.0
BAYCHESTER AV,5,19,0.0
INTERVALE AV,2,19,19.615384615384617
45 ST,R,19,
138/GRAND CONC,5,19,28.857142857142858
30 AV,N,19,5.0
BEACH 105 ST,H,19,0.0
INTERVALE AV,5,19,18.857142857142858
215 ST,1,19,5.9
SUTPHIN-ARCHER,E,19,2.6
191 ST,1,19,10.692307692307692
E 149 ST,6,19,17.958333333333332
BAY RIDGE-95 ST,R,19,0.0
ROCKAWAY AV,3,19,21.0
138/GRAND CONC,4,19,11.538461538461538
PELHAM BAY PARK,6,19,12.0
BAY RIDGE AV,R,19,
HUNTS POINT AV,6,19,22.75
INWOOD-207 ST,A,19,0.0
E 180 ST,2,19,12.153846153846153
BEACH 25 ST,A,19,94.0
HOYT-SCHER,G,19,16.0
BEACH 60 ST,A,19,99.5
103 ST,1,19,18.916666666666668
JAMAICA CENTER,J,19,6.6
EAST BROADWAY,F,19,
47-50 STS ROCK,M,19,
HOYT ST,3,19,49.25
42 ST-PORT AUTH,E,19,
AVENUE X,F,19,
BEDFORD PK BLVD,4,19,2.1818181818181817
W 4 ST-WASH SQ,F,19,
RECTOR ST,1,19,2.3846153846153846
PARKCHESTER,6,19,6.4
SPRING ST,E,19,4.6
JAMAICA VAN WK,E,19,9.4
DITMAS AV,F,19,
SUTPHIN-ARCHER,J,19,13.0
AVENUE U,Q,19,
HOYT ST,2,19,12.9
135 ST,A,19,88.33333333333333
BEDFORD PK BLVD,D,19,0.0
AVENUE U,N,19,0.0
3 AV-149 ST,2,19,20.807692307692307
176 ST,4,19,5.9
WAKEFIELD/241,2,19,23.333333333333332
B'WAY-LAFAYETTE,D,19,
219 ST,2,19,12.076923076923077
BAY 50 ST,D,19,0.3333333333333333
47-50 STS ROCK,D,19,
JAMAICA 179 ST,F,19,0.0
DYCKMAN ST,A,19,84.0909090909091
W 4 ST-WASH SQ,M,19,
137 ST CITY COL,1,19,17.444444444444443
BEACH 67 ST,A,19,101.5
18 AV,F,19,
174-175 STS,D,19,4.0
B'WAY-LAFAYETTE,M,19,15.6
HOYT-SCHER,A,19,104.0
JAMAICA CENTER,E,19,8.5
BEACH 90 ST,H,19,0.6666666666666666
DYCKMAN ST,1,19,11.454545454545455
47-50 STS ROCK,F,19,
B'WAY-LAFAYETTE,F,19,
BEACH 98 ST,H,19,0.5
14 ST,3,19,2.4
33 ST-RAWSON ST,7,19,15.142857142857142
PARKSIDE AV,Q,19,
42 ST-BRYANT PK,M,19,
NASSAU AV,G,19,6.571428571428571
KINGS HWY,Q,19,
96 ST,6,19,37.55
GRANT AV,A,19,99.16666666666667
23 ST,1,19,16.375
KINGS HWY,N,19,0.0
KINGSTON AV,3,19,53.714285714285715
20 AV,D,19,
VERNON-JACKSON,7,19,13.73076923076923
STEINWAY ST,M,19,
174 ST,5,19,8.5
BROAD CHANNEL,H,19,0.0
145 ST,3,19,1.6666666666666667
BOWLING GREEN,5,19,15.8
96 ST,A,19,77.625
34 ST-HERALD SQ,Q,19,
WALL ST,5,19,50.0
23 ST,6,19,28.333333333333332
14 ST-UNION SQ,R,19,
86 ST-2 AVE,N,19,16.0
ROCKAWAY PARK B,H,19,0.0
125 ST,A,19,94.63636363636364
183 ST,4,19,4.5
103 ST-CORONA,7,19,4.346153846153846
96 ST-2 AVE,Q,19,0.0
GRAND ST,D,19,
ROOSEVELT ISLND,F,19,
PRESIDENT ST,2,19,15.928571428571429
KINGS HWY,F,19,
CROWN HTS-UTICA,3,19,31.4375
50 ST,E,19,
5 AVE,7,19,8.785714285714286
88 ST,A,19,78.8
GRD CNTRL-42 ST,7,19,16.583333333333332
ALABAMA AV,J,19,14.428571428571429
BRIARWOOD,E,19,8.0
50 ST,1,19,19.15
COURT SQ-23 ST,M,19,
KINGSBRIDGE RD,4,19,4.5
BRIGHTON BEACH,Q,19,15.5
96 ST,1,19,19.5
NORWOOD AV,J,19,9.166666666666666
90 ST-ELMHURST,7,19,10.357142857142858
50 ST,A,19,96.66666666666667
BROAD CHANNEL,A,19,102.0
104 ST,A,19,90.75
145 ST,1,19,13.181818181818182
WEST FARMS SQ,2,19,13.75
28 ST,1,19,16.625
34 ST-HERALD SQ,R,19,
EUCLID AV,A,19,102.1
96 ST,2,19,20.076923076923077
GRAND-NEWTOWN,R,19,
KINGSBRIDGE RD,D,19,1.8333333333333333
125 ST,5,19,37.142857142857146
9 AV,D,19,
42 ST-BRYANT PK,F,19,
ELMHURST AV,R,19,
96 ST,3,19,32.166666666666664
QUEENS PLAZA,R,19,
SOUTH FERRY,R,19,
BRIARWOOD,F,19,12.0
TIMES SQ-42 ST,1,19,17.76923076923077
QUEENSBORO PLZ,7,19,16.321428571428573
CRESCENT ST,J,19,7.0
125 ST,6,19,31.8
50 ST,D,19,
NOSTRAND AV,3,19,51.0
VAN SICLEN AVE,A,19,104.5
NOSTRAND AV,A,19,87.1
BOWLING GREEN,4,19,21.166666666666668
AQUEDUCT N.COND,A,19,96.66666666666667
KINGSTON-THROOP,A,19,112.6
WEST FARMS SQ,5,19,19.444444444444443
5 AV/59 ST,R,19,
28 ST,6,19,24.318181818181817
CROWN HTS-UTICA,4,19,0.0
FAR ROCKAWAY,A,19,64.0
BOTANIC GARDEN,FS,19,1.3333333333333333
BROAD ST,J,19,0.0
SMITH-9 ST,G,19,
KEW GARDENS,E,19,9.8
BOROUGH HALL,R,19,
145 ST,A,19,86.81818181818181
W 4 ST-WASH SQ,A,19,106.65
ALLERTON AV,2,19,8.3
51 ST,6,19,28.285714285714285
GUN HILL RD,2,19,12.083333333333334
WTC-CORTLANDT,1,19,1.1
86 ST,N,19,0.0
WALL ST,4,19,22.90909090909091
AQUEDUCT RACETR,A,19,4.333333333333333
GRAND ARMY PLAZ,3,19,40.5
WORLD TRADE CTR,E,19,1.6666666666666667
OCEAN PKWY,Q,19,14.0
BOROUGH HALL,4,19,31.466666666666665
25 ST,R,19,
ASTOR PL,6,19,26.61111111111111
KNICKERBOCKER,M,19,2.4
SUTPHIN BLVD,F,19,11.75
5 AV/59 ST,N,19,9.833333333333334
GREENPOINT AV,G,19,6.333333333333333
GRAND-NEWTOWN,M,19,
SPRING ST,A,19,105.16666666666667
14 ST-UNION SQ,Q,19,
NORWOOD 205 ST,D,19,
ELMHURST AV,M,19,
QUEENS PLAZA,M,19,
KEW GARDENS,F,19,17.0
86 ST,Q,19,0.0
34 ST-HERALD SQ,N,19,
BOWERY,J,19,8.166666666666666
174 ST,2,19,15.75
COURT SQ-23 ST,E,19,13.6
CORTLANDT ST,R,20,
167 ST,4,20,8.0
E 149 ST,6,20,17.875
CHURCH AV,Q,20,
CHURCH AV,G,20,0.0
CLARK ST,2,20,10.416666666666666
SIMPSON ST,2,20,16.681818181818183
SOUTH FERRY,R,20,
50 ST,E,20,
COURT SQ-23 ST,E,20,8.75
51 ST,6,20,20.833333333333332
EUCLID AV,A,20,96.75
DYCKMAN ST,1,20,6.636363636363637
42 ST-BRYANT PK,D,20,
PARKSIDE AV,Q,20,
PRESIDENT ST,2,20,9.272727272727273
46 ST,R,20,
NORWOOD AV,J,20,1.1428571428571428
FOREST AVE,M,20,0.6
176 ST,4,20,6.45
174 ST,2,20,14.75
COURT SQ,G,20,0.0
42 ST-PORT AUTH,E,20,
TIMES SQ-42 ST,N,20,11.5
47-50 STS ROCK,F,20,
65 ST,R,20,
45 ST,R,20,
NORTHERN BLVD,M,20,
18 AV,D,20,
NORWOOD 205 ST,D,20,
FOREST HILLS 71,F,20,12.0
170 ST,D,20,2.0
18 AV,F,20,
50 ST,D,20,
FOREST HILLS 71,E,20,12.0
65 ST,M,20,
104 ST,A,20,92.4
TIMES SQ-42 ST,2,20,15.8
63 DR-REGO PARK,M,20,
ZEREGA AV,6,20,7.6875
104 ST,J,20,12.6
WORLD TRADE CTR,E,20,0.0
E 180 ST,5,20,6.833333333333333
FLATBUSH AV-B.C,2,20,9.571428571428571
39 AV,N,20,2.8
23 ST,6,20,20.0
PELHAM PKWY,2,20,7.428571428571429
E 180 ST,2,20,12.678571428571429
52 ST,7,20,11.25
DYCKMAN ST,A,20,124.83333333333333
CITY HALL,R,20,
46 ST,M,20,
219 ST,2,20,8.7
SUTPHIN-ARCHER,E,20,0.0
103 ST,1,20,18.8125
PARSONS BLVD,F,20,5.0
SMITH-9 ST,F,20,
NEPTUNE AV,F,20,
WOODHAVEN BLVD,M,20,
SUTPHIN BLVD,F,20,2.0
E 143/ST MARY'S,6,20,19.0
FAR ROCKAWAY,A,20,0.0
53 ST,R,20,
47-50 STS ROCK,D,20,
PELHAM BAY PARK,6,20,10.166666666666666
63 DR-REGO PARK,R,20,
PROSPECT AV,2,20,16.0
COURT SQ,7,20,11.642857142857142
NECK RD,Q,20,10.0
57 ST-7 AV,R,20,
COURT SQ-23 ST,M,20,
225 ST,2,20,11.444444444444445
23 ST,E,20,
CLINTON-WASH AV,A,20,129.83333333333334
CONEY IS-STILLW,F,20,0.0
PARK PLACE,2,20,13.0
4 AV-9 ST,G,20,
NEVINS ST,4,20,21.083333333333332
23 ST,A,20,101.5
42 ST-PORT AUTH,A,20,96.45
ELMHURST AV,M,20,
18 AV,N,20,
40 ST LOWERY ST,7,20,12.291666666666666
SUTTER AV-RUTLD,3,20,15.0
59 ST,R,20,
TIMES SQ-42 ST,3,20,29.333333333333332
4AV-9 ST,G,20,
SIMPSON ST,5,20,14.857142857142858
DEKALB AV,Q,20,
57 ST-7 AV,N,20,8.5
WOODLAWN,4,20,5.875
FLUSHING AV,J,20,11.5
FORDHAM RD,4,20,6.7272727272727275
EASTN PKWY-MUSM,3,20,24.0
59 ST COLUMBUS,1,20,14.45
NOSTRAND AV,A,20,122.0
111 ST,7,20,1.3571428571428572
175 ST,A,20,110.36363636363636
NEW UTRECHT AV,N,20,
OCEAN PKWY,Q,20,13.0
174-175 STS,D,20,2.0
CONEY IS-STILLW,D,20,0.0
42 ST-BRYANT PK,M,20,
110 ST,6,20,24.4
FLUSHING AV,M,20,7.6
CLINTON-WASH AV,G,20,9.4
SMITH-9 ST,G,20,
WTC-CORTLANDT,1,20,1.6111111111111112
59 ST,N,20,4.466666666666667
5 AV/53 ST,M,20,
CYPRESS AV,6,20,28.954545454545453
21 ST-QNSBRIDGE,F,20,
OZONE PK LEFFRT,A,20,0.0
169 ST,F,20,1.2
ELDER AV,6,20,23.714285714285715
57 ST-7 AV,Q,20,2.5
NEW LOTS AV,3,20,9.2
5 AV/59 ST,N,20,5.2
CROWN HTS-UTICA,4,20,5.875
FLUSHING-MAIN,7,20,0.0
CYPRESS HILLS,J,20,1.5
5 AV/53 ST,E,20,12.25
103 ST,A,20,86.83333333333333
5 AV/59 ST,R,20,
174 ST,5,20,7.5
167 ST,D,20,2.3333333333333335
103 ST-CORONA,7,20,3.4
PARK PLACE,3,20,20.0
CRESCENT ST,J,20,1.8333333333333333
SOUTH FERRY,1,20,0.75
FORDHAM RD,D,20,3.1666666666666665
49 ST,N,20,11.4
EASTCHSTER/DYRE,5,20,18.4
59 ST COLUMBUS,D,20,11.833333333333334
CORTELYOU RD,Q,20,
NOSTRAND AV,3,20,27.8
CLARK ST,3,20,28.714285714285715
SUTPHIN-ARCHER,J,20,12.333333333333334
55 ST,D,20,
23 ST,1,20,15.0
4 AV-9 ST,F,20,
NEREID AV,2,20,10.25
50 ST,A,20,97.7
FLUSHING AV,G,20,10.4
111 ST,A,20,105.33333333333333
PARKCHESTER,6,20,11.727272727272727
21 ST,G,20,0.5
NEWKIRK PLAZA,Q,20,
47-50 STS ROCK,M,20,
61 ST WOODSIDE,7,20,11.066666666666666
TIMES SQ-42 ST,1,20,14.208333333333334
EAST BROADWAY,F,20,
DITMAS AV,F,20,
ELMHURST AV,R,20,
103 ST,6,20,23.59090909090909
CONEY IS-STILLW,Q,20,2.1666666666666665
CROWN HTS-UTICA,3,20,24.4
WOODHAVEN BLVD,R,20,
DEKALB AV,R,20,
CLEVELAND ST,J,20,2.5
NEVINS ST,3,20,28.4
4AV-9 ST,F,20,
EASTN PKWY-MUSM,2,20,10.85
5 AVE,7,20,7.3
42 ST-BRYANT PK,F,20,
NEWKIRK AV,2,20,9.692307692307692
PENNSYLVANIA AV,3,20,13.0
49 ST,R,20,
CLASSON AV,G,20,9.4
170 ST,4,20,8.0
YORK ST,F,20,
PRINCE ST,N,20,
59 ST COLUMBUS,A,20,85.6
PRINCE ST,R,20,
168 ST,A,20,123.0909090909091
18 ST,1,20,13.333333333333334
NEVINS ST,2,20,11.818181818181818
PARK PLACE,FS,20,1.6666666666666667
57 ST,F,20,
DELANCEY/ESSEX,F,20,
50 ST,1,20,13.25
TIMES SQ-42 ST,7,20,6.769230769230769
NORTHERN BLVD,R,20,
INTERVALE AV,2,20,15.555555555555555
111 ST,J,20,12.333333333333334
125 ST,A,20,92.18181818181819
KEW GARDENS,F,20,8.333333333333334
14 ST-UNION SQ,Q,20,
34 ST-HERALD SQ,N,20,
ALABAMA AV,J,20,4.666666666666667
BOWERY,J,20,5.5
ROCKAWAY PARK B,H,20,0.0
96 ST-2 AVE,Q,20,0.0
GRD CNTRL-42 ST,7,20,14.321428571428571
KINGS HWY,F,20,
ALLERTON AV,2,20,11.928571428571429
BOWLING GREEN,4,20,17.833333333333332
BOWLING GREEN,5,20,0.0
VERNON-JACKSON,7,20,10.423076923076923
WALL ST,5,20,31.6875
96 ST,6,20,27.11111111111111
KINGS HWY,N,20,0.0
GRANT AV,A,20,105.4
BRIARWOOD,E,20,2.3333333333333335
14 ST-UNION SQ,R,20,
QUEENS PLAZA,R,20,
96 ST,3,20,26.583333333333332
96 ST,A,20,91.1
GREENPOINT AV,G,20,4.666666666666667
28 ST,6,20,19.285714285714285
BOTANIC GARDEN,FS,20,2.272727272727273
HARLEM 148 ST,3,20,0.16666666666666666
14 ST,M,20,
ASTORIA DITMARS,N,20,3.1666666666666665
34 ST-HERALD SQ,M,20,
BOROUGH HALL,3,20,24.125
JUNCTION BLVD,7,20,4.961538461538462
125 ST,D,20,10.666666666666666
28 ST,N,20,14.0
HALSEY ST,J,20,6.333333333333333
ASTORIA BLVD,N,20,0.8
JUNIUS ST,3,20,14.583333333333334
14 ST-UNION SQ,N,20,
QUEENSBORO PLZ,7,20,12.5
ASTOR PL,6,20,11.333333333333334
BOROUGH HALL,4,20,20.73076923076923
183 ST,4,20,6.0
AQUEDUCT RACETR,A,20,6.0
GUN HILL RD,2,20,11.555555555555555
W 4 ST-WASH SQ,A,20,106.45
AQUEDUCT N.COND,A,20,114.5
KEW GARDENS,E,20,3.6666666666666665
BOROUGH HALL,R,20,
WALL ST,4,20,19.125
20 AV,D,20,
125 ST,6,20,32.142857142857146
KINGS HWY,Q,20,
28 ST,1,20,15.375
34 ST-HERALD SQ,R,20,
86 ST,Q,20,0.0
BROADWAY,G,20,9.166666666666666
NASSAU AV,G,20,5.5
WEST FARMS SQ,5,20,9.214285714285714
25 ST,R,20,
STEINWAY ST,M,20,
86 ST,N,20,0.0
GRAND ARMY PLAZ,3,20,31.857142857142858
145 ST,A,20,91.63636363636364
KNICKERBOCKER,M,20,1.6
BROADWAY,N,20,3.2
VAN SICLEN AV,J,20,4.428571428571429
86 ST,A,20,87.4
125 ST,4,20,14.681818181818182
GRAND ARMY PLAZ,2,20,10.0
86 ST,6,20,24.875
KOSCIUSZKO ST,J,20,8.5
QUEENS PLAZA,E,20,7.5
BRONX PARK EAST,2,20,13.0
86 ST,5,20,28.214285714285715
GATES AV,J,20,7.428571428571429
BROOK AV,6,20,17.666666666666668
ROOSEVELT ISLND,F,20,
2 AV,F,20,
BROAD ST,J,20,0.0
QUEENS PLAZA,M,20,
GRAND-NEWTOWN,R,20,
96 ST,2,20,17.727272727272727
BRIARWOOD,F,20,1.25
145 ST,1,20,8.777777777777779
34 ST-HERALD SQ,Q,20,
96 ST,1,20,18.6
KINGSBRIDGE RD,4,20,4.363636363636363
215 ST,1,20,4.444444444444445
GRAND-NEWTOWN,M,20,
BRIGHTON BEACH,Q,20,9.0
125 ST,5,20,25.714285714285715
90 ST-ELMHURST,7,20,8.125
VAN SICLEN AVE,A,20,101.33333333333333
WEST FARMS SQ,2,20,13.333333333333334
BROAD CHANNEL,A,20,83.2
KINGSBRIDGE RD,D,20,0.5
SPRING ST,A,20,106.0
9 AV,D,20,
GRAND ST,D,20,
KINGSTON AV,3,20,38.833333333333336
88 ST,A,20,88.0
BROAD CHANNEL,H,20,0.0
145 ST,3,20,2.3333333333333335
86 ST-2 AVE,N,20,14.333333333333334
ROCKAWAY BLVD,A,20,110.8
JKSN HT-ROOSVLT,R,20,
BOROUGH HALL,2,20,13.363636363636363
BAY PKWY,D,20,
33 ST,6,20,22.0
BAY 50 ST,D,20,0.6
BEACH 60 ST,A,20,80.6
137 ST CITY COL,1,20,8.9
JAMAICA 179 ST,F,20,0.0
W 4 ST-WASH SQ,M,20,
BEACH 67 ST,A,20,82.0
B'WAY-LAFAYETTE,M,20,12.0
SPRING ST,E,20,4.75
HOYT-SCHER,A,20,112.5
BEACH 90 ST,H,20,0.0
3 AV-149 ST,2,20,21.5
B'WAY-LAFAYETTE,F,20,
BEACH 98 ST,H,20,0.0
14 ST,3,20,1.8
B'WAY-LAFAYETTE,D,20,
WAKEFIELD/241,2,20,13.5
HOYT ST,3,20,26.428571428571427
JAMAICA CENTER,J,20,0.0
33 ST-RAWSON ST,7,20,12.73076923076923
RECTOR ST,1,20,2.4
AVENUE X,F,20,
HOYT-SCHER,G,20,8.166666666666666
BEDFORD PK BLVD,4,20,2.909090909090909
14 ST,2,20,1.375
3 AV-149 ST,5,20,17.785714285714285
BAYCHESTER AV,5,20,7.416666666666667
138/GRAND CONC,5,20,21.928571428571427
INTERVALE AV,5,20,12.25
30 AV,N,20,3.8
BAY RIDGE-95 ST,R,20,0.0
BEACH 105 ST,H,20,0.0
138/GRAND CONC,4,20,10.4
W 8 ST-AQUARIUM,F,20,
BAY RIDGE AV,R,20,
ROCKAWAY AV,3,20,11.428571428571429
HUNTS POINT AV,6,20,21.4
INWOOD-207 ST,A,20,48.75
BEACH 25 ST,A,20,77.2
14 ST,1,20,1.6111111111111112
RECTOR ST,R,20,
BAY PKWY,N,20,
BEACH 36 ST,A,20,78.8
191 ST,1,20,6.642857142857143
W 8 ST-AQUARIUM,Q,20,0.0
JACKSON AV,2,20,23.666666666666668
HUNTERS PT AV,7,20,10.464285714285714
BAY PKWY,F,20,
BEACH 44 ST,A,20,79.2
JACKSON AV,5,20,14.125
125 ST,3,20,6.714285714285714
W 4 ST-WASH SQ,F,20,
JAMAICA VAN WK,E,20,2.6666666666666665
AVENUE J,Q,20,
HIGH ST,A,20,122.46153846153847
AVENUE I,F,20,
BERGEN ST,G,20,
28 ST,R,20,
JKSN HT-ROOSVLT,E,20,10.333333333333334
RALPH AV,A,20,105.16666666666667
BEVERLEY ROAD,Q,20,
14 ST,F,20,
AVENUE H,Q,20,
135 ST,2,20,18.22222222222222
HEWES ST,M,20,8.25
ATL AV-BARCLAY,4,20,15.538461538461538
JKSN HT-ROOSVLT,F,20,23.333333333333332
BEVERLY RD,2,20,10.272727272727273
WALL ST,3,20,25.666666666666668
34 ST-HERALD SQ,F,20,
ATL AV-BARCLAY,3,20,32.25
HEWES ST,J,20,10.857142857142858
JKSN HT-ROOSVLT,M,20,
W 4 ST-WASH SQ,D,20,
BLEECKER ST,6,20,12.714285714285714
ATL AV-BARCLAY,2,20,9.0
190 ST,A,20,109.54545454545455
AVENUE U,Q,20,
BERGEN ST,F,20,
WALL ST,2,20,11.11111111111111
HOYT ST,2,20,8.555555555555555
135 ST,A,20,106.83333333333333
AVENUE U,N,20,0.0
BEDFORD PK BLVD,D,20,1.0
ROCKAWAY AV,A,20,102.66666666666667
HOWARD BCH JFK,A,20,107.0
JAY ST-METROTEC,A,20,115.96153846153847
14 ST,A,20,98.45454545454545
ST LAWRENCE AV,6,20,15.166666666666666
AVENUE U,F,20,
BEDFORD-NOSTRAN,G,20,10.4
135 ST,3,20,9.833333333333334
AVENUE P,F,20,
BERGEN ST,2,20,9.961538461538462
JAY ST-METROTEC,F,20,
BERGEN ST,3,20,31.333333333333332
14 ST,E,20,
AVENUE N,F,20,
34 ST-HERALD SQ,D,20,
3 AV 138 ST,6,20,29.90909090909091
W 4 ST-WASH SQ,E,20,
HOUSTON ST,1,20,5.666666666666667
AVENUE M,Q,20,
JAY ST-METROTEC,R,20,
LAFAYETTE AV,A,20,132.0
KINGSTON-THROOP,A,20,131.1
PROSPECT PARK,FS,20,2.8333333333333335
34 ST-PENN STA,A,20,97.05
207 ST,1,20,4.6875
75 AV,F,20,9.0
CHAMBERS ST,J,20,2.2857142857142856
CASTLE HILL AV,6,20,8.444444444444445
MARCY AV,M,20,9.8
UNION ST,R,20,
FT HAMILTON PKY,F,20,
CARROLL ST,G,20,
75 AV,E,20,13.666666666666666
WHITLOCK AV,6,20,18.692307692307693
CATHEDRAL PKWY,1,20,17.77777777777778
MT EDEN AV,4,20,8.0
FRANKLIN AV,FS,20,3.5
181 ST,A,20,108.83333333333333
74 ST-BROADWAY,7,20,10.958333333333334
SPRING ST,6,20,11.0
METROPOLITAN AV,G,20,8.166666666666666
34 ST-HUDSON YD,7,20,2.5
161/YANKEE STAD,D,20,2.3333333333333335
69 ST,7,20,10.785714285714286
CHAUNCEY ST,J,20,6.0
CANAL ST,J,20,5.714285714285714
LORIMER ST,M,20,8.4
CHAMBERS ST,1,20,5.269230769230769
UTICA AV,A,20,108.31818181818181
121 ST,J,20,12.666666666666666
77 ST,R,20,0.0
36 ST,R,20,
CANAL ST,R,20,
14TH STREET,3,20,3.6
FT HAMILTON PKY,N,20,
MARBLE HILL-225,1,20,4.733333333333333
CARROLL ST,F,20,
77 ST,6,20,23.416666666666668
231 ST,1,20,4.7
116 ST-COLUMBIA,1,20,15.666666666666666
75 ST-ELDERTS,J,20,0.6666666666666666
FT HAMILTON PKY,G,20,0.0
MARCY AV,J,20,9.714285714285714
15 ST-PROSPECT,F,20,
SHEEPSHEAD BAY,Q,20,9.0
79 ST,1,20,17.181818181818183
FT HAMILTON PKY,D,20,
116 ST,3,20,11.333333333333334
MIDDLETOWN RD,6,20,8.6875
CENTRAL PK N110,3,20,10.416666666666666
7 AV,F,20,
155 ST,D,20,2.1666666666666665
36 ST,M,20,
36 AV,N,20,2.25
FRANKLIN ST,1,20,4.416666666666667
72 ST,1,20,18.5
FREEMAN ST,5,20,10.25
WINTHROP ST,2,20,8.909090909090908
7 AV,G,20,
TREMONT AV,D,20,2.6666666666666665
MORRIS PARK,5,20,2.0714285714285716
FREEMAN ST,2,20,13.75
MORISN AV/SNDVW,6,20,20.7
CHAMBERS ST,2,20,15.3
181 ST,1,20,6.25
71 ST,D,20,
CHAMBERS ST,3,20,22.166666666666668
72 ST,2,20,20.2
116 ST,6,20,33.53846153846154
CENTRAL PK N110,2,20,11.4
15 ST-PROSPECT,G,20,
PROSPECT AV,R,20,
72 ST-2 AVE,Q,20,13.75
METROPOLITAN AV,M,20,0.0
CATHEDRAL PKWY,A,20,98.5
